Darija (Arabic),English
هي دابا ... الام ببكاء : حتى هي ناعسة فواحد البيت ودايرين ليها الصروم و,She is now ... The mother crying: She is also sleeping in a room with curtains around her.
دقولها برة باش ترتاح .. زين الدين : انا غرفة؟؟ جميلة : اجي معايا ...,Say it outside to feel at ease .. Zinedine: Am I a room?? Jamila: Come with me ...
مشاو للغرفة لي متكيا فيها الزوجة الاولى ودخلو عليها كانت مسطحة على السرير ... بقا,They went to the room where the first wife was resting and entered; she was lying on the bed...
واقف كيشوف فيها وداير يدو فحيبو كيتنهد و يشوف من بعيد تنهد مرة اخرى وخرج,"He stood looking at her, with his hand on his chest, sighing, then gazing into the distance, sighed again, and left."
خلاهم بجوج .. تجه لغرفة ولدو العادية ودخل لقا هناء جالسة وكتمشي شمال ويمين زين,He left them both... headed to his son's regular room and entered to find Hanaa sitting and pacing left and right calmly.
الدين : هناء شنو طرا قوليلي ... هناء بقلق وحزن : والله ماعرفت اموسيو الولد,"Ad-Din: Hanaa, what happened? Tell me...  
Hanaa, worried and sad: I swear, I don’t know, sir. The boy..."
غير فاق بدا يقول بابا بابا حاولت نهديه والو جات المدام تهزو بقات طبطبط عليه,"As soon as he woke up, he started saying ""Dad, Dad."" I tried to calm him down, but nothing worked. Then the missus came and picked him up, and she kept comforting him."
و محدها تحاول تهديه وهو يتنتر ويبكي شوية حطاتو و بقات تلعب معاه حتى غاب,"And as she tried to calm him down while he fidgeted and cried, she put him down and kept playing with him until he fell asleep."
و بداو كشاكشو خارجين انا حدي ارتبكت وبقيت نصوني على الفرمليات يجيو ... خفت بزاف,"And their convulsions started coming out, I got nervous and kept calling the nurses to come... I was very scared."
اموسيو زين والله حتى خفت ... جلس منهار على واحد واح الكرسي حاط يديه على,"Mister Zine, I swear I got scared... He sat down, collapsed, on a chair, with his hands on..."
راسو وساهي كيخمم في غرفة الزوجة الاولى بدات كتحل جميلة عينيها بتتاقل و مها حداها,"His head was distracted, thinking in the first wife's room, as Jamila started opening her eyes slowly, with Maha beside her."
مخلوعة الام بخوف : خلعتيني عليك اديك المسخوطة ... جميلة وهي دايخة : جا زين,"The mother, terrified with fear: ""You scared me, you wretched girl...""  
Jamila, feeling faint: ""He came, Zine."""
... داك الفرملي ديال والو قلتلو ديرلي ابرة منومة خفيفة بنجني ولد لحرام ... الام,"... That useless nurse, I told him to give me a light sedative injection, son of a ..."
بمكر : جا ودرتلو الشوهة .... جميلة : مزيان .. دابا يكون مشا يشوف ولدو,"Bmakr: He came, and I embarrassed him...  
Jamila: Good... Now he might go see his son."
ياك؟ الام : باينا يكون مشا عندو يشوفو ... حميلة : مزيان اوا خرجي الحاجة,"Right?  
Mother: It seems he went to see him...  
Hamila: Good, so bring out the thing."
خليني نرتاح دابا .. باقي كتسناني حرب طويييلة ... سايق ب 180 كيلومتر فالساعة وسط,Let me rest now... A long war is still waiting for me... Driving at 180 kilometers per hour in the middle...
المدينة وكيحرق الضواو و فنفس الوقت هاز تلفونو بيد وكيهضر وهو في قمة الاعصاب ديالو,"The city, turning off the lights, while at the same time holding his phone in one hand and speaking, visibly agitated."
زين الدين : عبد الكريم كنقولك دابا شوف كي دير توقفهم فالمطار و متخليهمش يخرجو,"Zinedine: Abdelkrim, I'm telling you now, see how to stop them at the airport and don't let them leave."
حتى نوصل ... انا شاد الطريق ولكن نخاف نتعطل ... عبد الكريم اخ زين :,"Until I arrive ... I'm on the road but afraid I might be delayed ... Abdelkrim, brother of Zine."
ولكن كفاش مشات من بالك تشد ليها باسبورها وباسبور الولد و ياك قلتيلي كتسد عليهم,"But how did it slip your mind to take her passport and the child's passport, and didn't you say you locked them up?"
الباب ملي رجعتو للدار ا زين ... زين الدين بعصبية : عبد الكريم بلا متعصب,"The door when you returned home, oh Zine...  
Zine Eddine angrily: Abdelkrim, don't get upset."
جدي هاد الساعة شوف الا كتعرف شي حد فالمطار عطيهم سمياتهم باش يوقفوهم و سبقني,"Grandpa, right now, see if you know someone at the airport, give them their names to stop them, and go ahead of me."
انت حيت انت قربلك المطار من عندك عبد الكريم اخ زين : بارتباك : واخا,"You because the airport is close to you.  
Abdelkrim (brother): Zine (with confusion): Okay."
واخا ... كمل زين الدين سوقانو الجنوني شوية كيسمع صوت البوليس تبعينو بجوج ماطر كيحاولو,"Alright ... Zinedine continued his reckless driving a bit, hearing the police chasing him with two motorcycles trying."
يديرولو اشارات باش يوقف وهو رافض يوقف وعاد مكيزيد فالسرعة، وكيعاود يهز تلفونو و كيعيط,"They signal him to stop, but he refuses and instead speeds up, then picks up his phone and makes a call."
لعمر بوليسي و صاحبو و كيبدا يهضرمعاه بهستيرية اول مكيجاوبو فالتلفون زين الدين بانهيار :,"Omar, a police officer, and his friend, and he starts talking to him hysterically when he doesn't answer the phone, Zinedine in a breakdown:"
ياك قلتيلي منخافش ا عمر .. ياك قلتيلي مغديش تاخد ليا ولدي ولدي .. ياك,"Didn't you tell me not to be afraid, Omar? Didn't you tell me you wouldn't take my son away from me? Didn't you?"
قلتيلي الأمور تحت السيطرة وراكم حاضينها ... عمر بقلق : زين الدين مالك ... ؟؟,"You told me things were under control and you were keeping an eye on them... Omar, worried: Zine El-Din, what's wrong...?"
زين تكالما فينك ... زين الدين بنفس نبرة الغضب والخوف : هربات ا عمر هربات,"Zine Takalma, where are you... Zine Eddine, with the same tone of anger and fear: She ran away, Omar, she ran away."
دات الحوايج و الباسبور و ملقيتهاش فالدار .. صافي دات ولدي و مشات ا عمر,"She took the clothes, the passport, and I didn't find her at home... She took my son and left forever."
... عمر بجدية : زين تكالما دابا انا دابا ندير اتصالاتي معاش خرجات ... زين,"Omar seriously: Zine, speak now, I’ll make my calls about what happened... Zine."
الدين : انا غبرت عليها شي ساعتين ... خليتهم فالكلينيك ورجعت لقيت غير الصباب عمر,The man: I was away for about two hours... I left them at the clinic and came back to find only the faucet running.
