Darija (Arabic),English
معايا فهد : سمعني انا صاحبك من صغر وعارفك مبقيتيش كتحملني ولاكن غير سمعني تهدن,"Fahd, listen to me: I’ve been your friend since childhood and I know you can’t stand me anymore, but just hear me out and calm down."
ومدير حتى موشكيلة وخلي لحفل يدوز على خير فهد : اوكي ( تم غادي ),"""And don't cause any problems, let the event go smoothly."""
ريان : فهد فهد : شنو ريان : سمح ليا بزاف انا عارف راسي غلطت,"Rayan: Fahd  
Fahd: What?  
Rayan: I'm really sorry, I know I was wrong."
ولاكن انا سكت غير حيت خفتك لا تفهمني غلاط فهد : لي فات مات ريان,"But I stayed silent only because I was afraid you would misunderstand me in this: what's past is past, Rayan."
: ( عنقو ) كنتمنى تسمح ليا شي نهار فهد : ( بقا فيه لحال,"""(عنقو)"" - ""Hug him""  
""كنتمنى تسمح ليا شي نهار"" - ""I hope you forgive me someday""  
""(بقا فيه لحال)"" - ""He felt sorry"""
من جيهت ولد عمو ريان كانو بحال لخوت وشحال من مرى طلب منو سماحة ),"From his cousin Rayan's side, they were like brothers, and many times he asked for his forgiveness."
مسامحك ريان : هه واش بصح فهد : ( مغوبش ) كنكدبو هنا ريان :,"Ryan: I forgive you.  
Fahd: (angrily) Are we lying here?  
Ryan:"
لا حاشا ههه ( وتعانقو ) عند امين كارولين : اميييين واش باغي تحمقني علاش,"No, never haha (and they hugged) at Amine Caroline: Amineeeen, do you want to drive me crazy, why?"
جيتي هنا امين : زوينة ديالنا مالكي شتك معصبة كارولين : متزيدتش عليا 3سنين ونتا,"You came here, Amine: Our beautiful one, why do I see you upset, Caroline: Don't add to my stress, it's been 3 years and you..."
غابر يالله جاي واش باغي تفضحنا نتا ولا مالك امين : لتازمي حدودك معايا ولا,"Absent, just arrived. Are you trying to embarrass us or what? Ameen: Respect your boundaries with me, or..."
انا لي غنفضحك وغنمشي نعاود كلشي لفهد كارولين : لله ياخد فيك لحق تفو على,"I will expose you and go tell everything to that Caroline: May God take justice on you, ugh."
مريض ( ومشات ) عند الاء : الاء : لالة تفضلي ( ملي ضارت لبنت,Sick (and went) to Alaa: Alaa: Please come in (when she turned to the girl).
تصدمات ) ياسمييييين ياسمين : ( كانت لابسا كسوا فلكحل فوق ركبا ومعريا من ضهر,Shocked: Yasmine was wearing a black dress above the knees and backless.
و صدر ودايرة مكياج صاااخب كيليق بلحفلات ) حبيبتي الاء ماااح الاء : ياسمين واااو,"""And a chest with loud makeup suitable for parties) My love Alaa, wow Alaa: Yasmine, wow."""
جيتي زوينة ولاكن ماما معامن خليتيها ياسمين : ماتخافيش راه ريان جاب ليها واحد لبنت,"You look beautiful, but Yasmine, who did you leave your mom with?  
Don't worry, Rayan brought her a girl."
ضريفة هيا لي غتقابلها الاء : اه اوكي احبيبة اجي واش شفتي فهد هو صاحب,"""Okay, sweetheart, come. Did you see that this is his friend?"""
هاد لحفلا كاااملا ياسمين : اه داك تيتيز نارييي ياختي كيداير هبلني ريان : (,"This whole party, Yasmine: Oh, that outfit, wow my sister, how does it look, it drove me crazy, Rayan: ("
جا هو وفهد باش يعرفو على ياسمين ) ياسمين اووه الاء ( سلم عليها بلوجه,"He and Fahd came to meet Yasmine. (Yasmine: Oh, Alaa!) He greeted her with a smile."
) اووه كتباني فسرا ياسمين : راني كنغير الاء : هه اناري سكت دبا ياسمين,"""Ooh, you seem jealous, Yasmine.""  
""I’m just changing, Alaa.""  
""Haha, oh my! Be quiet now, Yasmine."""
تعود ناتفاني ياسمين : هههه نو احبيبة غا كنضحك ريان : فهد هادي الاء صديقة,"Yasmine laughed: ""Haha no, sweetheart, I’m just joking.""  
Ryan: ""This is Alaa, a friend."""
ديالي انا لي جبتها لهنا تخدم وهادي خاطيبتي ياسمين صديقة الاء فهد : متشرفين امم,"Mine, I brought her here to work, and this is my fiancée Yasmine, Alaa's friend. Fahd: Nice to meet you."
دبا هادي هي الاء لي خرجات فيا صباح لي دخلات فيا طول او عرض الاء,Now this is Alaa who confronted me this morning and criticized me harshly.
: ( تقرصات وتخلعات عرفات راصها اش دارت وخافت منو حيت بان ليها معصب ),"(She got pinched and startled, realized what she did, and got scared of him because he seemed angry.)"
ااا سسسمح ليا مكنتش عارفاك نتا اسي فهد موهيم انا غنمشي نكمل خدمتي ريان :,"Oh, sorry, I didn't know it was you, Mr. Fahd. Anyway, I'll go back to finish my work."
هههههه حشوما عليك اصاحبي خلعتي دريا ياسمين : ههه هادي مالها ولات صفرا ريان :,"Hahaha, shame on you my friend, you scared the girl Yasmine: Haha, what's wrong with her, she turned pale Rayan:"
بسيف متولي صفرا وسي فهد دار فيها واحد تخنزيرات كيقتلو فهد : حيت هيا عارفا,"Metouali insisted on a yellow card, and Mr. Fahd acted arrogantly, killing Fahd: because she knows."
راسها اش دارت صباح ياسمين : شنو دارت فهد : سوليها هيا تجاوبك ريان :,Her head
مديش عليها الا قالت ليك شي كلما صباح راه دازت مسكينة من ضروف صعيييبة فهد,Don't judge her if she says something in the morning; she's been through tough circumstances.
: كلنا كاندوزو منضروف صعيبة ماشي غير هيا ( ومشا ) * من بعد هادشي,": ""Passed"""
كامل مشا امين وكملو لحفلا ديالهم وgاع لمدعوين ولخدم مشاو وبقات غير الاء هنية :,"Everyone left, Amin continued their party, and all the guests and workers left, leaving only Alaa and Haniya."
بنتي الاء بقاي باتي هنا ليل هادا الاء : لا اخالتي منقضرش خاصني نمشي خليت,"My daughter Alaa, stay here tonight.  
Alaa: No, auntie, I can't. I have to go, I left..."
ماما بوحده فدار هنية : واخا ابنتي تسناي ها شيفو غيوصلك الاء : لا اخالتي,Mom is alone at home.
بلاش غنمشي بوحدي هنية : واخا ابنتي لي بغايتي بسلامة ( مشات خرجات الاء ),"I won't go alone, Hniya: Alright, my daughter, as you wish, stay safe. (She went out)."
الاء : ياربييي فين غنلقا هاد طاكسي وليل هادا كون غير سمعت هضرت ماما هنية,"Alaa: Oh God, where will I find this taxi at this late hour? If only I had listened to Mama Hnia's advice."
( شوية وقفات عليها واحد طموبيل كحلا وخرجو منها شي رجال كل واحد قدو قد,"""A little while later, a black car stopped near her, and some men got out, each one tall and imposing."""
سخط وجروها لطموبيل ) الاء : ( كتغوت ) بعدوووووو مني شكون نتوما حيدووووو الراجل1,"Anger and they dragged him to the car.  
Alaa: (screaming) ""Get away from me! Who are you? Let go of the man!"""
: سكتينا الراجل2 : دير ليها لمنوم غتبقى تصدعنا هنا الراجل1 : مالك جهلتي رئيس,"Man 2: Give her a sedative, she'll keep bothering us here.  
Man 1: What's wrong with you? Have you lost your mind, boss?"
قال لينا منقربوش ليها الاء : هئ هئ هئ طلقوني خليوني نمشي ( وصلو لواحد,"He said, ""Don't come near her,"" then: ""Heh heh heh, let me go, let me leave."" (They reached someone.)"
لفيلا ونزلوها ) الاء : هئ هئ بعدو مني خليوني نمشي لعند ماما امين :,"The villa and they brought her down  
Alaa: *sobbing* Stay away from me, let me go to my mom  
Amine:"
حبيبة جيتي الاء : 😨امين امين : توحشتك ( وبدا كيقيس ليها فشعرها ) الاء,"Habiba, you came: 😨 Ameen Ameen: I missed you (and he started touching her hair) Alaa"
: حيد عليا يديك المجريم شنو بغايتي مني امين : ههه واخا الالة على خاطرك,": Take your hands off me, criminal. What do you want from me, Amine?  
: Haha, alright, as you wish."
الاء : طلقني خليتي نمشي لدارنا امين : كوني هانيا ماماك لباس عليها الاء :,"Alaa: Divorce me, let me go to my parents' house.  
Amin: Don't worry, your mom is fine.  
Alaa:"
بلله وتقيس منها شعرا وحدا نقتتتتلك بيدي امين : كوني هانيا انا اصلن متعطينيش خاطري,"By God, if you touch a single hair of hers, I’ll kill you with my own hands.  
Amin: Don’t worry, I’m not even interested in her."
كيف مكتعرفي عليك ديون بزاف وخاصك تسدديهم ودوا ديال ماماك غالي بزاف ويلى مشرباتوش غتموت,"How do you handle having a lot of debt, needing to pay it off, and your mom's medicine being very expensive, without which she might die?"
زيد عليها فلوس لكرا ديال دار لي ساكنين فيها ولما وضو لدالك انا بغايت نساعدك,"Add more money for the rent of the house you're living in, and if not, clarify that so I can help you."
