english,darija
"Bravo sister Halima, we are with you wherever you are. We love you so much. Have a successful journey, God willing. Congratulations to you and your family, God willing. Greetings to you from Brussels 🇧🇪🇧🇪🇧🇪❤❤",Bravo khti halima hna m3ak fin ma konti kanbghiwk bazaf bazaf masira mawaf9a inchallah 3wachrkom mabrouka inchallah tahiyati lik man Bruxelles 🇧 🇪 🇧 🇪 🇧 🇪 ❤ ❤
"Always great, mashallah.",Toujours top machaalah
"Thank you, my sister Halima. May God protect you. Anything you did deserves my appreciation.",Chokran lik yakhti halima lah ihfdak ayi haja dartha ktsda9 liya
"My sister Halima, if you pray for me this Ramadan to have a blessed husband, may God protect you, I love you so much, I don't feel shy.",Akhti halima ila khtiti liya ntiy had ramadan ijriy 3liya rajal tbarkalah 3lik lah ihafdak man 3in kabanghik bazaff ana manhociema
"My sister, it's not just nonsense, you'll find its sweetness. During Ramadan, one should fast and purify their body, not indulge in sweets and cravings that they eat for 11 months. One month in the year, we use it to cleanse our bodies of toxins. May God reward Dr. Fayad and bless him with goodness, he is the one who cares about our health and makes us understand life.",Akhti man ghir laghla ra la9li tahloka lasaha . . . wramadan khass lwahad ysouuum wyna9i ljisme dyalo machi lahlawi wchhiwat 11 chhar yakol fiha lwahad li bgha chhar fal3am nastaghaloh na9iw jism dyana man somoum . . . . lah yakhlaf 3la docteur lfayad wyjazih blkhir howa li taykhaf 3la siha dyana . . . . wtayfahamna ma3na lhayat . . . .
"May God bless you, you're always shining.",Tbarklah 3lik dima motaali9a
"Congratulations my dear, I am happy for you, may Allah make it easy.",Félicitations ma chérie je suis contente pour toi Allah issahal
"Sister Halima, may God keep evil away from you. People's true nature is evident on their faces.",Khti Halima lah yba3ad 3lik char lkhal9 o kolchi bayn simahom 3ala wojohihim ♥ ️
"Hello Halima, congratulations. May God keep you. I wanted to ask you to make a video about all the dishes you have, showing where you got them from along with the prices. May God keep you, because they are very beautiful, so we don't get lost trying to find them.","Salam Halima tebarklah 3elik , lah yekhlik beghitk diri li vidéo 3ela leawani li 3endk kamlin mnin kheditihom me3a les prix lah yekhlik 7ite machaalah zewinin Bach mantezerfouch fihom"
I tied my turban.,Jat rzala rarabtha
"Hello, thank you",Asalam hokran 🇨 🇦 🇲 🇦 🇵 🇸 ✌ ️
Please leave us the sources for everything alone.,3afak mokin tkhaliy lina lma9adir dyal kol haja bohda
God has willed it.,MachaAlah
May God give you health,😍 😍 😍 😍 ellh y3tik essa7a
I'll go with you because I have nothing to cook.,Kanchofo bayna mchi ntina hit hta haja 3la tab5
"The girls nowadays want to work only from their phones and at their homes, an easy job. I like it. Welcome.",lbnat xkon bagha tkhdam ghir mn telefonha o fdarha khdma rzala ana 3ajbatni mrahba bikom
"Lala Halima, I have a question. How do you make these amazing sheheewat? And please don't say it's a secret, for God's sake. Tell us the secret so we can make them like you. Haha!",Lala halima 3andi wa7d soal kifach had chehiwat kamlin litatwjdi omatatghladich tbarklah gooli lina sir bach ta7na ndiro fhalk hhh
"We went out looking for local almonds, but we only found regular ones.",Kindirou 7na li l5arij fin nal9aw louz lbaldi kayan ri L3adi
Thank you ❤ ❤ ❤,Tnmirt nm ❤ ❤ ❤
They are very tired and exhausted from the long journey.,Bzaf 3lihom lalalhom obl7dga wtawil faytahom
"I saw that group, I swear I was wondering why they created this group named Halima and they're talking about politics.",Ah chft hadak l groupe wlah ila knt kangoul 3lach dayrin had l groupe b smyt halima o kayhdro 3la siyassa
"Good morning, Auntie Halima. May God prolong your life. Your traditional dishes are delicious. Thank you :)",Sbah alkhir a lala Halima . Allah itawal oumrak . Chhiwat dyalak zwinine . Thank you : )
"Oh, by the way, I was in this group where men were talking about beards and the ongoing conflict between Algerians.",Ah basah ana kont dakhla fhad le groupe fih rjal kayhato 9alat lahya o fitna mabin jazairyin
First comment ❤️,Awel commantaire ❤ ️
May God give you health and long life.,Jarabetehome jawe wa3erine lahe ya3etike sa7a oyetawale 3amerake
"Halima Filali is a very respectable and classy person. I really admire this person. Her content is very good. Glory be to God, people will inevitably face problems.",Halima lfilali tbarkalah insana raqiya mohtarama bazaf tat3jabni had l insana mohtawa 3andha zwin bazaf sabhan lah nas darori makadir lmachakil
"May God bless you, sister Halima. I learned a lot from you. I will definitely try your recipe. It made my mouth water.",Macha alah 3lik khti halima t3alamt manak bazaf akid ranjarab rfisa dyalak ham9atni
I was added to a group that I didn't know. I knew it wasn't yours. It was clear it wasn't yours. I only realized it when I saw the messages they were sending. I lurked for a while and then left it about a month ago.,Knt da5la ldak groub wa7a makn3arfakch 3rfto machi dyalk rah bayn machi dyalk rir bi dak 9alt 7ya li kaylo7o fih talrt 3lihom ou 5arjt mno chi chhar daba
"Hello sister Halima, is it possible to add ingredients to this harcha?",Salam khti Halima wach momkin nda3f lma9adir fhad lharcha
"Oh Lord, I beseech You by Your greatest name to grant the owner of the hand that will support me a joy that will make him prostrate in tears, and an endless sustenance. 🙏❤",ﯾﺎﺭﺏ ﺍﺗﻮﺳﻞ ﺍﻟﻴﻚ ﺑﺎﺳﻤﻚ ﺍﻻﻋﻀﻢ ﺍﻥ ﺗﺮﺯﻕ ﺻﺎﺣﺐ ﺍﻟﯿﺪ ﺍﻟﺪﯼ ﺳﯿﺪﻋﻤﻨﯽ ﻓﺮﺡۃ ﯾﺴﺠﺪ ﻟﻬﺎ ﺑﺎﻛﯿﺎ ﻭ ﺭﺯﻗﺎ ﻻ ﯾﻨﺘﻬﯽ 🙏 ❤
"I don't know why she's talking and I'm laughing, who cares about me.",Ma3raftch 3lach hya kathdar oana kandhak chkon bhali
"Thank you, Halima, for sharing this.",Merci la halima pour ce partage .
"Hello, it's nice to see you Halima Filali. God bless your cooking skills. 🥰 🥰",Salam 3laykoum mchefin bik Halima Filali tbarkallah 3la tiabk 🥰 🥰
"I apologize, but ""Hvhuddfhh"" is not a valid word or sentence in the Moroccan language. It appears to be a random string of letters and does not have any meaning that I can translate into English.",Hvhuddfhh
"God bless you, my sister, God bless you.",Rbi insrak khti yarbi
"Sister Halima, can I please have more cocoa puffs? Please answer me.",Khti halima wach momkin n3awd kawkaw bloz 3afak jawbini
I always make chappakia with you during Eid al-Adha.,Ana dima tandir chappakia ma9adurak wa3rin
"Hello, my sister Halima. Should we make the dough and let it rest before putting it in the oven?","Salam , 3afak akhti halima ila derna l filo bach ndehnohom 9bel mandekhlohom lferan ?"
"Oh Lord, oh my, what a mess and what troubles with this expensiveness of oil and food items, may God punish the unjust.",Lah yarabi lah achmane chbakiya wachmane blighat m3a had lghla dzit wlmawad ghidaiya laah yakhad lha9
I have a fear.,Ana 3andi wahad takhawof
I want to ask you to send me your phone number.,Brhit ntalbou tsafri li ra9am telephone dyalak
"May God protect you and give you good health, you always entertain us with your recipes 👍🏻👍🏻👍🏻👍🏻👍🏻",Lah yhfd wytik saha d & # 39 ; aimant katmt3ina blwasafat dyalk 👍 🏻 👍 🏻 👍 🏻 👍 🏻 👍 🏻
May God give you good health.,Iah i3tik sha chokra o
"Come to my place, God bless you, and subscribe to my channel.",Dghlo 3ndi lh yhfdkom odiroli abonné
"Beautiful, God bless you, thank you sister Khalima. I am one of your followers for a while now, Yamna from Spain ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ I gave you a like.",Gzal tbarak llah chokran akhti khalima ana mn motabi3at dyalak mn chhal hadi yamna mn espania ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ dart lik jim
Hello Halima,Ahla halima
Great! Delicious! Yum! Khadija,Super ! Delka ! . Miam ! . Khadija
"Hello sister, I would like to make chebakia. I want to make 4 doughs of chebakia. How much honey should I use? How much mold should I use? Please answer me.",Salam khti 3afak khti bghit ndir chbakiya Bghit ndir 4 3ajnat dyal chbakiya chhal khasni ndir dyal la3sal chhal mn 9alb ndir 3afak jawbini
Please give me the recipe for the soup.,3afak recet dyl la soupe
"You're very talented, they can't keep up with you.",Kanabrik bazaf motaali9a matsaw9ich lihom
"May God protect you, my brother 👍👍👍👍🙏🙏🙏😊😊😊😘😁🙏🙏👍👍☺️ Tttttop",Lah ehfdek khtie 👍 👍 👍 👍 🙏 🙏 🙏 😊 😊 😊 😘 😁 🙏 🙏 👍 👍 ☺ ️ Tttttooop
"My sister, I want to tell you that I find your recipes very nice. You are a very respectful person. I trust only you. Anything I like in cooking, I write your name on it, I swear. I see you at the top of the list when it comes to recipes. I've tried many of your recipes, especially the ones for parties or celebrations. They all turn out 100%. Thank you very much. This is what I always wish for you.",Srah akhti an mtb3ak knhl9e lawsafte deylk inssan wawe mhtarma bzaf rssak knti9e fik rir nti ayy hjja knbhte 3lih ftbkhe knktbe ismhk wlh knchfk mtale la3la lsydate blmnssab jrbte bzaf dyle wsafte lto3de wla thssa kolhome kyzd9o 100 % chokran bzaf bzaf lhde 9na kntlna kolchi ydire bhlk
I like watching videos before bed 👍,J & # 39 ; aime 9bel manchouf video 👍
"You are the first one who makes me happy on YouTube. You are a genuine person who delivers beneficial content without flattery and without showing your face in the videos. Greetings and respect to you, my sister.",NTI awal whda katfrhni f you tube insana mtkhel9a okatwssel ifada bidoun mojamala obla matby wjehha flvédiohat tahiyati wahtirami laki okhti
"I've been following you from Algeria. You are a wonderful, generous and talented person. May God make things easy for you, God willing, and keep you in good health.","Je vous suis depuis l & # 39 ; Algérie vous êtes une magnifique personne généreuse et douée , rebi issahel 3lik nchallah ou ikhelilek sahtek ."
"Please, sister Halima, tell me how much I should sell it for.",3afak khti halima jawbini bachhal nbi3ha
May Allah protect you.,Allah yhfdk
The best cooking in Morocco.,ahsan tbakha flmhgirib
"How are you, sister Halima? I tried your mini cake that you made today. It came out great. May God give you health. Greetings to you from Brussels ❤ ❤ ❤ ❤",Machalh 3lik khti halima jarbt mini kik dyalk lidrti lyoum jaw wa3r allah ya3tik saha tahiyti lik man Bruxelles ❤ ❤ ❤ ❤
"The translation of the given Moroccan Arabic text to English is:

What Halima doesn't know about cooking is nothing... She made it yesterday and it came out amazing, everyone liked it the first time she was being honest with me... Thank you so much, I wish you more success",Lli madarx xabakiya dyal halima madar walo . . . dartha lbarh jat waaaa3ra kolxi 3jbato awal mrrra katsda9 m3aya . . . . xokran bzaaaf kantmnna lik mazid mina najah
"Always great. Your recipes are magnificent, you make things easy. You're the best.",Toujours top . tes recettes sont magnifique tu facilites les choses . t es la meilleure
3:04,"< a href = "" https : / / www . youtube . com / watch ? v = DeQ6C - iYd60 & amp ; t = 184 "" > 3 : 04 < / a >"
"You're a beautiful person, may God protect you.",Insan à jamila Allah hafedak
"Hello sister Halima, I miss you. I don't hate seeing you every day. What are you preparing for us for Ramadan? May it come upon us in health, safety, and the end of the pandemic. God bless you.",Salam khti halima twahchtak makrahtch kol nhar nchofok achno katwajdi lina lramdan lac yidakhlo 3lina bsaha o salama o zawal lwabaa tbarkalah 3lik
Thank you,Merci
"God bless you, my sister.",Tbarklah 3lik akhti 👍 👍 👍 😘 😘 😘 🌹 🌹
"Here is the English translation:

I'm hungry. What's up, my sister Halima? I miss you.",Ly3tik . sha . akhti . halima . knstfdo . mnk
"I love you so much my sister, everything is going well.",❤ ❤ ❤ ❤ kanhma9 3lik akhti kolchi najh
"I will buy 2 kilograms of fava beans, how much will it cost for a tray of chabakiya?",Labnat 2 kilo fors ch7al ilo7 lina ta3 chabakiya
"Congratulations, sister Halima.",Alf mabrok okhti halima
May Allah bless you too 👍 👍,Walaikumsallam masha . Allah 👍 👍
"May God give you health, God has willed your simplicity
May God give you health.,Ya3tik saha
May God heal you.,Alah ichafik
"Hello, my sister. People have gone crazy; they like to do harm. You are a good woman. Be strong. 🌷🌷🌷",Salam aleykoum ourti . Les gens sont de venus fous ils aime faire du mal vous êtes une femme bien bon courage 🌷 🌷 🌷
Too bad it's not in French 🥺,Dommage que c est pas en francais 🥺
You are a pride of Moroccan women. Continue to shine in this field of gastronomy ❤ ❤ ❤ I love what you do,Tu es une fierté de la femme marocaine continue de briller dans ce domaine de gastronomie ❤ ❤ ❤ j & # 39 ; adore ce que tu fais
"We want your chebakia, sister Halima.",Bghina chbakiya dyalk khti halima
"Translation:
Exactly, sister Halima taught us a lot from her, may God keep her for us, O Lord, and prolong her life ❤ ❤ ❤",Bl3ks akht halima t3lmna mnha bzaf lah ikhaliha lina yarbi ytawl fi3morha ❤ ❤ ❤
"Hello, Halima El Filali. I think we might be cousins. Are you from Tafilalt?",Salam aleykoum Halima el Filali je crois que nous sommes cousines v est - ce que vous êtes thafilate
"You know, my little sister tells me, ""Mama Halima Filali did something new, look, look, we are all following you. God bless you and may He grant you success.""",3rafti akhti banti sghira kat9oli mama halima filali dart chi haja jdida chofi chofi kolna mtab3inak tbarkalah 3lik o lah yikamal 3lik bikhair
"Sister Halima, we definitely need to make that cheese because I don't like it, or else we will have to redo it.",Khti halima dik jbn drori ndiro hit mky3jbnich wla bch n3wdo
I don't have money. Can I pay you in a simple way?,Li . ma3ndoch . robo . wach < br > Ntahnoh . btahana . 3adiya
Zwin,Nice
May God grant my sister Halima all the best.,Tastahlii khtii Halima Kol lkhiir mach Allah 🤲 😍 😍 👍 👍
"The first time in my life, someone is making me some mlwi ❤ ❤ ❤ I love you so much, I swear to God. May God make your parents happy. I miss you, I want to go crazy 😢",awl mra fhyati ysd9li chi mlwiiiiiiiiiii ❤ ❤ ❤ ana bghitlk 9sr f jnaaaaa siri lah yfr7k bwlidatk tkhtayna nmchi fiha 😢
"Thank you so much, it's great. I will try it, God willing.",Chokran bzaaaf zwina njrbha inchaalh
"Good luck and keep up the good work, well done!",Bon courage bonne continuation bravo
"Hello girls, please support me on my channel, may God bless you. I need your support, may God reward you.",Salam lbnat 3afakom dakhlo da3moni f9anati llh ikhlikom Rani mhtaja lda3m dyalkom llh ijazikom
"Congratulations, my sister. May God complete it with goodness.",mebrouuuuuuuk akhti llah ykml blkher
"The ceremony was prepared solemnly, presented well, and the explanation was easy to understand, so I enjoyed the whole process with interest. 👌 😊 Not only that, but I absolutely love the final result. 👌 😊","성스럽게 준비되고 , 잘 제시되고 , 설명이 이해하기기 쉽게 되어 있어서 전체 과정을 흥미롭게 즐겼습니다 . 👌 😊 뿐만 아니라 최종 결과가 절대적으로 마음에 듭니다 . 👌 😊"
"May God give you health, my sister ❤",La y3tik sha khti ❤
Thank you very much ❤,Merci beaucoup ❤
"Wow, when I entered this group, I found your name and your picture. It seemed to me that you share some great cooking content, but then I saw silly discussions in it, so I canceled my subscription. Thank you for the clarification 💖 and I am one of your fans because you remind me of my mother 🙏",Wah hta ana dakhla f group hit l9it ismk wsort kan kishabli shi mohtawa zwin dyal tablh likadiri ms mn ba3d shft ni9ashat tafha fih w lrit lshtirak w shokran 3a tawdih 💖 w ana mn lmohibin dyalk hit kajini bhal lwalida dyali 🙏
"You're just one of those YouTubers, completely respectable, 100/100, I swear to God. I swear, I even use you as an example.",Nti ghir had lyoutoubeurz kaaaamli mohtarama 100 / 100 chahada lillah . Ana b3da wllah tta kandrabbik lmatal
"Sister Halima, if I don't have Perly, can I use Philadelphia cream cheese instead? Please answer me.",khti halima wach 2ila makanch pirli na9dar ndir ljobn filadilfia 3afak jawbini
Greetings,Slim
"Hello, may God protect you and your children, God willing. Please make us a porridge with honey, I don't trust anyone but you to make it.",salm o3likm khti haliam alh ikhli lik sha owlidatk inchalh 3afk dir lina sbola bl3sal maknti9 fta whda mn girk
May God give you what you wish for us.,Lah i3tik sha matghbrich 3lina
"God is sufficient for us, and He is the best Disposer of affairs. Look, my dear, that person is sweet. Don't pay attention to them. Between us, mashallah, a woman with soft words cries. Give us your recipes, tell us how delicious they are. May God help you, my dear. With you is Bouchra from France.",Hasboun allah Wa ni3mal wakil choufi khali bnadem hadak houwa halou mat tadihach fihoum bayna mashallah mra bi na3ma kalima bkay hati lina wasafat dioulek chehal zouinine . Allah y 3awnak a hbiba m3ak bouchra min fransa
